Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
741,638,0,0,43,3,145860.98,1,1,1,142763.51,1
1973,834,2,1,40,7,0.0,2,0,0,45038.74,0
1891,781,0,1,29,9,0.0,2,0,0,172097.4,0
2302,707,1,0,48,7,105086.74,1,1,1,180344.69,1
1233,670,0,1,22,2,114991.45,1,1,1,37392.56,0
1007,663,2,0,33,8,96769.04,1,1,1,36864.05,0
2025,624,0,0,23,5,0.0,2,0,0,132418.59,0
444,598,0,0,34,4,0.0,2,0,0,60894.26,0
471,619,1,1,23,5,132725.1,1,1,1,143913.33,0
839,792,0,0,70,3,0.0,2,1,1,172240.27,0
2121,683,0,0,26,7,0.0,2,1,0,86619.77,0
2170,691,0,0,33,6,0.0,2,1,0,164074.89,0
2253,765,2,0,33,5,84557.82,1,1,1,69039.43,0
878,508,0,1,49,1,93817.41,2,1,1,132468.76,1
985,637,0,0,33,9,113913.53,1,0,1,65316.5,0
1919,667,1,0,44,5,140406.68,2,0,1,57164.19,0
1888,575,2,0,22,8,105229.34,1,1,1,34397.08,0
2601,744,2,0,46,1,0.0,3,1,1,177431.59,1
2114,567,0,0,41,9,137891.35,1,1,0,142009.46,1
2889,502,0,0,35,6,0.0,2,1,1,80618.47,0
1291,609,0,0,53,6,0.0,2,1,1,124218.27,0
482,715,0,1,37,9,165252.52,1,1,0,85286.3,0
1605,541,0,1,32,8,0.0,2,0,0,40889.14,0
2742,850,0,0,71,4,0.0,2,1,1,107236.87,0
485,595,2,1,23,7,0.0,2,1,1,168085.97,0
1895,650,1,0,28,5,122034.4,3,0,1,146663.43,1
582,625,0,0,44,7,0.0,1,1,0,4791.8,0
498,817,0,1,59,1,118962.58,1,1,1,120819.58,0
30,526,2,1,49,2,0.0,1,1,0,114539.67,1
1303,850,0,0,34,4,71379.53,2,1,1,154000.99,0
1904,598,0,0,40,2,171178.25,1,1,0,137980.58,1
2628,613,0,1,36,9,131307.11,1,0,0,83343.73,0
2314,709,2,1,62,3,0.0,2,1,1,82195.15,0
874,678,2,0,27,5,87099.85,2,1,0,149550.95,0
1728,720,0,1,71,5,183135.39,2,1,1,197688.5,0
2882,662,0,1,26,0,0.0,2,0,1,72929.96,0
2482,525,0,1,51,10,0.0,3,1,0,171045.35,1
2761,662,0,1,31,3,0.0,2,0,1,27731.05,0
1716,770,0,0,33,6,0.0,2,1,1,126131.9,0
2662,721,2,0,33,4,72535.45,1,1,1,103931.49,0
2632,633,1,1,58,2,128137.42,2,1,0,147635.33,1
2869,701,0,1,51,9,0.0,2,0,0,61961.57,0
1154,556,1,1,42,0,115915.53,2,0,1,125435.47,1
1870,639,0,1,66,0,0.0,2,0,1,42240.54,0
2856,632,0,1,50,2,0.0,2,0,0,57942.88,0
1615,456,0,1,29,5,107000.49,1,1,1,153419.62,0
346,729,2,0,38,10,0.0,2,1,0,189727.12,0
1653,632,0,0,34,2,0.0,2,0,0,165385.55,0
1642,433,2,1,34,9,152806.74,1,1,0,19687.99,0
3,802,0,0,60,3,92887.06,1,1,0,39473.63,1
2868,670,0,1,25,7,0.0,2,1,1,144723.38,0
458,738,1,0,40,6,114940.67,2,1,1,194895.57,1
957,706,1,1,34,0,140641.26,2,1,1,77271.91,0
1108,592,1,0,70,5,71816.74,2,1,0,105096.82,1
1942,522,0,0,41,7,0.0,2,0,1,176780.39,0
2762,746,0,1,48,5,165282.42,1,1,0,153786.46,1
1394,651,2,1,42,2,143145.87,2,1,0,43612.06,0
2305,494,0,1,28,9,114731.76,2,0,1,79479.74,0
1575,753,1,0,46,9,113909.69,3,1,0,92320.37,1
1807,671,1,1,36,2,116695.27,1,0,0,193201.86,0
1350,696,0,1,42,4,0.0,1,0,0,126353.13,1
2055,577,2,1,43,3,0.0,2,1,1,135008.92,0
2483,587,0,1,36,1,0.0,2,0,1,17135.6,0
704,712,1,1,37,7,93978.96,2,1,0,60651.77,0
336,498,1,1,35,2,121968.11,2,0,1,188343.05,0
2012,660,0,1,37,2,97324.91,1,1,0,23291.83,0
1643,678,2,1,29,6,0.0,2,1,0,64443.75,0
2096,530,0,1,37,8,0.0,2,1,1,287.99,0
164,559,0,0,48,2,0.0,2,0,1,137961.41,0
20,624,0,1,42,3,145155.37,1,1,0,72169.95,1
405,592,0,1,28,5,137222.77,1,0,0,39608.58,0
2523,767,0,1,48,9,0.0,2,0,1,175458.21,0
764,653,1,0,38,5,114268.22,2,1,1,89524.83,0
2762,678,2,1,27,2,0.0,2,1,1,13221.25,0
1368,586,2,0,42,2,0.0,1,1,0,102889.34,0
1322,550,0,0,40,8,150490.32,1,0,0,166468.21,1
788,643,1,1,28,9,160858.13,2,1,0,27149.27,0
1382,612,2,1,39,5,170288.38,1,1,1,59601.15,0
306,674,1,0,27,4,111568.01,1,0,1,22026.18,0
1574,657,2,1,29,7,83889.03,1,1,0,153059.62,0
2093,724,1,0,35,0,171982.95,2,0,1,167313.07,0
1550,500,0,0,34,4,0.0,2,1,0,12833.96,0
2297,688,0,1,20,8,137624.4,2,1,1,197582.79,0
979,599,0,1,50,3,121159.65,1,0,0,4033.39,1
2130,631,0,1,29,7,0.0,2,0,1,125877.22,0
520,634,2,1,52,1,0.0,2,1,1,176913.42,0
2774,545,0,1,37,3,91184.01,1,1,0,105476.65,0
2096,644,2,1,18,8,0.0,2,1,0,59172.42,0
984,690,1,0,54,1,144027.8,1,1,1,108731.02,1
2775,711,0,0,34,6,0.0,2,1,1,175310.38,0
1666,712,0,0,29,8,140170.61,1,1,1,38170.04,0
472,627,0,1,27,1,62092.9,1,1,1,105887.04,0
1252,694,2,1,39,3,0.0,1,1,1,95625.03,0
349,534,2,1,35,4,0.0,2,0,0,9541.15,0
455,603,0,1,45,9,0.0,1,0,0,148516.79,0
35,808,0,0,33,2,103516.87,1,1,0,113907.8,0
2856,723,2,1,30,1,0.0,3,1,0,164647.72,1
1605,585,0,0,35,2,0.0,2,1,0,98621.04,1
1351,706,0,1,34,8,0.0,2,1,1,37479.97,0
1217,671,0,0,31,6,0.0,2,1,1,15846.42,0
706,597,2,1,43,2,85162.26,1,0,1,5104.08,1
2519,646,0,0,43,8,143061.88,1,1,0,61937.6,0
612,801,2,0,46,6,0.0,2,1,1,170008.74,0
645,731,2,0,33,5,137388.01,2,1,0,165000.68,0
714,620,1,0,25,1,137712.01,1,1,1,76197.05,0
2436,484,1,1,40,7,106901.42,2,0,0,118045.98,0
1240,647,2,1,47,5,105603.21,2,1,1,157360.9,0
418,688,1,0,40,8,150679.71,2,0,1,196226.38,0
2859,680,1,1,30,4,108300.27,2,0,1,44384.57,1
1431,689,0,0,46,7,52016.08,2,1,1,72993.65,0
2742,513,1,1,34,7,60515.13,1,0,0,124571.09,0
2167,553,1,1,35,2,158584.28,2,1,0,43640.16,0
1233,689,1,1,47,2,118812.5,2,0,0,31121.42,0
1606,517,2,1,46,4,0.0,1,1,0,22372.78,0
2568,731,0,1,37,8,0.0,2,1,1,170338.35,0
1962,687,1,0,47,1,91219.29,1,0,0,158845.49,1
2593,507,2,1,32,7,0.0,2,1,0,67926.18,0
2456,468,0,0,22,1,76318.64,1,1,1,194783.12,0
1979,682,2,0,58,4,0.0,1,1,0,176036.01,0
450,603,0,0,24,3,0.0,1,1,1,198826.03,1
2696,522,1,1,25,1,111432.13,1,1,1,168683.57,0
871,629,2,1,41,10,150148.51,1,0,0,6936.27,0
1394,729,0,0,32,7,38550.06,1,0,1,179230.23,0
947,574,0,0,39,5,119013.86,1,1,0,103421.91,0
1357,677,1,0,39,0,111213.64,2,1,1,147578.26,0
259,627,1,1,28,5,71097.23,1,1,1,130504.49,0
529,788,2,1,36,10,109632.85,1,1,1,16149.13,0
2142,697,0,1,63,7,148368.02,1,0,0,118862.08,1
1526,578,0,1,45,1,148600.91,1,1,0,143397.14,1
470,519,0,1,48,10,71083.98,1,1,0,137959.0,0
1933,632,0,0,40,9,139625.34,1,1,0,93702.96,1
1558,679,0,0,39,4,0.0,1,0,0,172939.3,1
53,699,0,1,30,9,0.0,1,1,1,108162.13,0
2564,615,0,1,64,0,81564.1,2,0,1,35896.09,0
1689,622,2,1,36,9,0.0,2,1,1,104852.6,0
1165,755,0,0,28,7,124540.28,1,0,1,188850.89,0
1939,767,0,0,42,2,133616.39,1,1,0,28615.8,0
1429,752,1,0,38,10,101648.5,2,1,0,172001.44,0
1173,633,0,0,26,8,124281.84,1,1,1,60116.57,0
1312,717,0,0,59,4,0.0,2,1,1,170528.63,0
149,585,2,1,45,0,0.0,2,0,0,189683.7,0
1915,751,0,0,37,9,183613.66,2,0,0,49734.94,0
2853,754,1,1,65,1,136186.44,1,1,1,121529.59,1
1857,495,0,1,47,10,137682.68,1,1,0,71071.47,0
2473,650,0,1,34,4,106005.54,1,0,1,142995.32,0
2256,529,0,0,31,6,152310.55,1,1,0,13054.25,0
1751,585,0,0,43,2,0.0,2,1,0,89402.54,0
2786,668,2,1,32,1,134446.04,1,0,1,111241.37,0
62,591,0,0,38,2,142289.28,1,0,1,119638.85,0
636,731,0,1,19,6,0.0,2,1,1,151581.79,0
2781,754,0,0,45,6,0.0,1,1,0,73881.68,1
1321,650,1,0,46,9,149003.76,2,1,0,176902.83,0
1643,588,1,1,41,2,131341.46,2,0,1,7034.94,0
1817,712,2,0,29,7,77919.78,1,1,0,122547.58,0
2417,691,0,0,34,7,0.0,2,0,1,161559.12,0
2067,771,0,0,41,10,108309.0,4,1,1,137510.41,1
537,678,2,0,39,6,0.0,1,0,1,185366.56,0
531,719,2,0,40,9,0.0,2,1,0,182224.14,0
70,610,1,1,36,7,115462.02,1,0,1,42581.04,0
2100,722,2,1,37,9,0.0,2,1,0,31921.95,0
491,758,1,0,23,5,122739.1,1,1,0,102460.84,1
2212,709,0,0,32,2,0.0,2,0,0,109681.29,0
2755,634,1,0,53,3,113781.5,2,1,1,106345.05,1
2100,678,2,0,49,1,0.0,2,1,1,102472.9,0
1177,633,0,1,35,3,0.0,2,1,1,36249.76,0
1240,710,0,1,43,9,128284.45,1,1,0,32996.89,1
556,640,1,1,45,8,120591.19,1,0,0,195123.94,0
2915,656,0,1,63,8,0.0,2,0,1,57014.43,0
929,551,0,0,59,2,166968.28,1,1,0,159483.76,1
1786,786,2,0,39,7,0.0,2,0,0,100929.59,0
461,561,0,0,49,8,0.0,2,1,1,12513.07,0
2240,807,2,1,42,5,0.0,2,1,1,74900.9,0
1321,602,1,1,38,2,71667.97,2,0,0,137111.89,0
493,727,1,0,31,3,82729.47,2,1,0,60212.51,0
1035,678,0,1,40,1,0.0,2,1,1,187343.4,0
1606,730,0,1,23,8,0.0,2,1,0,183284.53,0
2897,596,2,0,30,1,0.0,2,1,0,8125.39,0
595,686,1,1,39,3,129626.19,2,1,1,103220.56,0
2657,684,1,0,26,2,114035.39,1,0,0,96885.19,0
1547,797,1,1,32,1,151922.94,1,1,0,8877.06,0
1254,658,0,0,39,4,0.0,1,1,1,147530.06,0
80,653,2,0,27,6,107751.68,2,1,1,33389.42,0
2687,641,0,1,37,6,0.0,2,1,0,45309.24,0
2420,656,2,0,41,6,101179.23,2,1,1,35230.61,0
1609,750,2,0,36,6,0.0,2,1,1,59816.41,0
1037,768,0,0,40,8,0.0,2,0,1,69080.46,0
2850,568,0,1,33,7,0.0,2,1,0,143450.61,0
651,706,1,1,36,9,58571.18,2,1,0,40774.01,0
289,430,1,0,38,8,153058.64,1,1,0,99377.27,0
2652,745,1,1,35,4,98270.34,1,1,0,133617.43,0
1005,747,0,1,43,1,130788.71,1,0,1,101495.0,1
141,657,1,1,40,7,99165.84,1,0,1,119333.95,1
1257,639,0,0,42,4,0.0,2,0,0,167682.37,0
1642,704,0,1,44,3,0.0,2,0,1,152884.85,0
468,651,2,1,23,4,115636.05,2,1,0,70400.86,0
2828,706,1,0,44,2,185932.18,2,1,0,65413.41,0
1019,632,1,1,30,2,72549.0,2,0,1,182728.8,0
2473,751,0,1,42,4,0.0,2,1,1,81442.6,0
258,767,0,0,35,2,0.0,2,0,0,144251.38,0
2654,741,0,1,39,5,0.0,1,0,1,40207.06,0
467,651,1,1,29,3,121890.06,1,1,0,54530.51,1
2389,601,0,1,46,2,99786.07,1,1,1,32683.88,1
866,520,0,1,34,3,0.0,2,1,1,104703.96,0
422,626,1,1,27,4,115084.53,2,0,1,26907.43,0
1146,811,0,1,30,6,0.0,2,1,1,180591.32,0
852,730,0,0,32,9,127661.69,1,0,0,60905.51,0
1005,604,1,0,47,4,118907.6,1,0,1,47777.15,1
1671,499,1,0,44,6,77627.33,2,1,0,108222.68,0
917,754,2,1,40,2,160625.17,1,0,1,3554.63,0
1551,716,2,0,29,8,0.0,2,0,0,78616.92,0
2671,636,0,0,20,10,124266.86,1,0,0,100566.81,0
2551,470,0,0,25,8,127974.06,2,1,1,183259.35,0
2616,444,0,1,43,3,0.0,2,1,1,159131.21,0
2265,809,2,0,48,2,0.0,1,1,0,160976.85,1
1551,850,1,0,30,3,104911.35,2,1,1,42933.26,0
2690,637,0,1,27,1,0.0,2,1,0,91291.2,0
2340,512,0,1,43,1,0.0,2,1,1,52471.36,0
1223,774,2,0,43,1,110646.54,1,0,0,108804.28,0
2634,641,0,1,57,5,0.0,2,1,1,122449.18,0
2593,586,1,1,42,6,126704.49,2,1,0,41682.3,0
1563,611,0,1,30,9,0.0,2,1,1,148887.69,0
1335,660,2,1,31,1,84560.04,1,1,1,137784.25,0
2678,532,0,1,43,9,0.0,2,0,0,190573.91,1
174,557,1,0,38,2,129893.56,1,0,0,102076.03,0
2552,730,2,1,25,5,167385.81,1,1,1,56307.51,0
201,535,0,0,27,6,0.0,2,0,1,49775.58,0
2075,773,1,0,36,4,105858.71,1,0,1,4395.45,0
636,510,1,0,44,4,123070.89,1,1,0,28461.29,1
1093,539,0,1,39,1,0.0,1,1,1,28184.7,0
737,690,2,0,48,2,0.0,2,1,1,3149.1,0
1753,821,0,0,40,1,0.0,2,1,0,194273.12,0
259,687,1,1,35,1,125141.24,2,1,1,148537.07,0
1360,557,0,0,46,4,96173.17,2,1,1,116378.31,0
2422,532,2,0,37,5,0.0,2,0,1,6761.84,0
343,540,2,1,39,2,0.0,2,1,0,81995.92,0
2775,705,0,0,55,8,0.0,2,1,1,14392.68,0
2436,542,1,0,35,9,127543.11,2,1,0,468.94,1
2313,706,0,1,38,1,0.0,2,1,0,122379.54,0
2919,765,0,0,56,1,0.0,1,1,0,13228.93,1
586,529,0,1,67,8,103101.56,2,1,1,154002.02,1
1300,714,0,1,54,7,126113.28,1,1,0,112777.38,0
1885,582,0,1,41,1,40488.76,1,1,0,128528.83,0
2606,609,1,0,40,10,137389.77,2,1,0,170122.22,0
1386,518,0,0,28,9,85146.36,1,0,0,2803.89,0
1146,791,1,1,35,5,129828.58,1,1,1,181918.26,1
2533,747,0,1,42,4,80214.36,1,1,0,115241.96,1
2056,565,0,0,40,2,0.0,2,1,1,129956.13,0
1400,735,0,1,34,1,141796.43,1,1,0,45858.49,0
536,697,0,0,49,7,195238.29,4,0,1,131083.56,1
1587,813,1,1,27,6,111348.15,1,1,0,46422.46,0
1394,772,0,1,43,6,0.0,2,1,1,57675.88,0
764,606,0,0,71,8,0.0,2,1,1,169741.96,0
1514,667,1,0,42,10,64404.26,2,0,0,26022.37,0
374,637,1,1,40,9,154309.67,1,1,1,125334.16,1
2808,542,0,1,67,10,129431.36,1,0,1,21343.74,0
746,762,2,0,43,5,134204.67,1,1,1,139971.01,0
2173,698,0,0,39,4,0.0,2,0,1,47455.82,0
515,850,0,0,32,8,0.0,2,1,1,55593.8,0
673,621,0,0,50,5,0.0,2,1,0,191756.54,1
2627,671,1,0,48,9,116711.06,2,0,0,76373.38,0
347,775,0,1,31,9,0.0,2,1,0,169278.51,0
1055,504,2,1,34,0,54980.81,1,1,1,136909.88,0
2832,751,2,0,37,3,99773.85,2,1,0,54865.92,0
2177,691,1,1,30,7,101231.77,2,0,0,156529.44,0
1234,841,1,1,32,2,117070.21,1,1,0,113482.2,0
2001,709,1,1,23,8,73314.04,2,1,0,63446.47,0
2040,673,0,1,37,2,0.0,1,1,1,13624.02,0
2676,541,0,1,37,9,212314.03,1,0,1,148814.54,0
872,661,0,0,31,3,136067.82,2,1,0,65567.91,0
1863,784,2,0,42,2,109052.04,2,1,0,6409.55,0
728,742,0,0,35,2,79126.17,1,1,1,126997.53,0
1674,850,2,0,55,7,0.0,1,0,0,171762.87,1
844,443,0,0,35,9,108308.0,1,1,0,129031.19,1
2926,778,1,0,48,3,102290.56,2,1,0,182691.31,0
2074,529,0,1,39,6,102025.08,2,1,0,12351.01,0
1388,678,1,0,37,2,113383.07,1,1,1,135123.96,0
2661,516,2,0,65,9,102541.1,1,1,0,181490.42,0
170,469,2,1,35,5,0.0,2,1,0,186490.37,0
243,786,2,1,40,6,0.0,2,0,0,41248.8,0
1470,703,0,0,41,6,109941.51,1,1,0,116267.28,0
1487,579,1,1,41,0,141749.68,1,0,1,9201.53,0
1970,565,0,1,38,5,0.0,2,0,1,80630.32,0
441,443,0,1,44,2,0.0,1,1,0,159165.7,0
2736,589,0,1,37,7,85146.48,2,1,0,86490.09,1
1323,691,0,0,44,6,134066.1,2,1,1,197572.41,0
629,711,0,0,28,8,0.0,2,0,0,105159.89,0
2091,775,2,1,27,4,0.0,1,1,1,40807.26,0
2570,621,0,1,35,7,87619.29,1,1,0,143.34,0
2055,350,0,1,51,10,0.0,1,1,1,125823.79,1
2480,668,2,0,30,8,0.0,2,1,0,138465.7,0
1133,633,2,1,27,3,0.0,2,1,0,44008.91,0
228,697,1,1,43,8,103409.16,1,1,0,66893.28,1
809,734,1,0,30,7,123040.38,1,1,1,76503.06,0
1917,434,0,1,41,4,108128.52,1,0,1,56784.11,0
2629,646,1,1,48,8,169023.33,2,1,1,175657.55,0
2867,764,0,1,30,5,0.0,2,0,1,105155.66,0
2100,727,2,0,41,10,0.0,2,0,1,47468.56,0
2638,724,0,0,29,6,0.0,2,0,1,64729.51,0
1083,749,2,1,42,9,222267.63,1,0,0,101108.85,1
573,706,1,0,47,10,144090.42,1,1,0,140938.95,1
422,728,0,1,30,10,114835.43,1,0,1,37662.49,0
2530,636,0,1,44,2,0.0,2,0,0,86414.41,0
1710,634,0,1,34,3,145030.92,1,1,1,41820.65,0
1839,627,0,1,43,8,71240.3,1,0,1,127734.16,0
1998,518,0,1,59,5,138772.15,1,0,1,123872.0,0
1111,687,2,0,29,7,93617.07,1,0,1,113050.92,0
1177,622,2,0,23,8,0.0,2,1,1,131389.39,0
336,693,2,0,45,4,0.0,2,1,1,26589.56,0
2097,450,2,1,25,9,74237.2,2,0,1,195463.35,0
826,664,1,0,49,5,127421.78,2,1,0,108876.75,1
2574,663,2,0,28,8,61274.7,2,1,0,136054.45,0
1095,660,0,1,34,8,106486.66,2,0,1,182262.66,0
556,579,0,0,29,10,73194.52,2,1,1,129209.09,0
1218,655,1,0,44,6,146498.76,1,1,0,64853.51,1
464,683,0,1,47,1,0.0,2,1,0,148989.15,0
2918,655,0,0,32,2,0.0,1,1,1,71047.51,0
273,575,2,0,30,8,0.0,2,1,0,185341.63,0
2097,574,2,1,30,5,120355.0,1,1,0,137793.35,0
2038,795,0,1,32,2,117265.21,1,1,1,198317.23,0
187,776,0,0,43,4,0.0,2,0,1,162137.5,0
2601,707,2,0,52,7,0.0,1,1,0,109688.82,1
514,705,1,0,37,3,109974.22,1,1,1,36320.87,1
2468,678,1,0,44,2,98009.13,2,0,1,31384.86,0
1689,663,0,1,34,10,0.0,1,1,1,114083.73,0
1583,748,0,1,66,8,0.0,1,1,1,163331.65,0
1126,677,2,0,34,10,171671.9,1,1,1,50777.77,0
2116,634,2,1,63,10,0.0,2,1,0,30772.86,1
1558,350,0,0,60,3,0.0,1,0,0,113796.15,1
334,727,0,1,61,0,128213.96,2,1,1,188729.08,1
2601,773,1,1,51,8,116197.65,2,1,1,86701.4,0
668,675,0,1,39,1,0.0,2,1,0,153129.22,0
2639,649,2,0,36,6,86607.39,1,0,0,19825.09,0
2338,552,0,1,29,10,0.0,2,1,0,12186.83,0
534,761,1,1,62,5,98854.34,1,0,0,86920.97,1
2314,622,0,1,31,7,0.0,1,1,0,35408.77,0
1955,615,0,1,59,8,0.0,2,1,1,165576.55,0
2587,681,1,1,31,4,97338.19,2,0,0,48226.76,0
347,768,0,1,30,6,0.0,2,1,1,199454.37,0
1653,617,2,1,34,9,0.0,2,1,0,118749.58,0
765,452,0,0,33,6,131698.57,2,1,0,151623.91,0
1201,807,1,1,37,10,130110.45,2,0,1,172097.95,0
1067,567,2,1,44,9,0.0,2,1,0,87677.15,0
1419,603,2,1,24,1,165149.13,2,1,0,21858.28,0
1512,617,2,0,37,9,101707.8,1,1,0,123866.28,0
1069,701,0,0,34,3,105588.66,1,0,1,74694.41,0
537,820,1,1,39,9,111336.89,1,1,0,16770.31,1
2058,438,0,1,60,7,78391.17,1,0,1,49424.6,0
1605,600,2,0,27,6,0.0,2,1,1,172031.22,0
2775,782,0,1,34,9,0.0,1,1,0,183021.06,1
846,638,1,0,41,9,144326.09,1,1,0,73979.85,1
1929,850,1,1,27,1,101278.25,2,1,1,26265.18,0
1530,741,1,0,19,8,108711.57,2,1,0,24857.25,0
2656,689,2,1,73,1,108555.07,1,0,1,167969.15,0
342,743,1,0,35,1,146781.24,1,1,0,189307.7,0
2754,493,0,0,36,2,0.0,2,0,1,99770.3,0
2897,416,2,1,35,8,0.0,1,0,0,119712.78,0
915,725,0,0,25,9,0.0,2,1,1,168607.74,0
1871,497,0,1,34,2,0.0,2,1,1,83087.13,0
2215,537,1,1,66,8,103291.25,2,1,1,130664.79,0
2783,706,2,0,29,1,209490.21,1,1,1,133267.69,1
2751,651,2,1,38,2,0.0,3,1,0,67029.82,1
628,720,0,1,33,2,0.0,2,0,1,141031.08,0
1642,797,0,1,45,8,0.0,1,0,0,125110.02,0
1194,543,2,1,23,5,0.0,2,1,0,117832.39,0
1314,454,0,1,34,4,0.0,2,1,0,198817.72,0
2541,691,0,1,37,9,149405.18,1,1,1,146411.6,0
2089,510,0,0,52,6,191665.21,1,1,1,131312.56,1
1134,792,2,0,40,7,0.0,1,1,0,141652.2,0
1903,721,0,1,41,6,135071.12,1,1,1,64477.25,0
1177,765,0,1,41,2,0.0,2,0,1,191215.61,0
1965,850,2,1,39,8,0.0,2,1,1,37090.44,0
13,681,1,1,38,6,181804.34,2,1,1,57517.71,0
2456,586,0,0,60,3,47020.65,2,0,1,63241.21,1
468,753,0,0,36,7,128518.98,1,1,1,44567.83,1
662,593,1,0,38,5,142658.04,2,0,1,135337.11,0
545,674,0,0,21,9,120150.39,2,1,1,33964.03,0
2015,610,0,0,35,7,81905.95,1,1,1,61623.19,0
2328,652,0,1,26,3,137998.2,2,0,1,168989.77,0
852,850,1,0,26,8,123126.29,1,1,0,74425.41,0
2927,740,0,0,51,4,0.0,2,1,1,178929.84,0
2569,637,1,1,43,1,135645.29,2,0,1,101382.86,1
2098,685,2,1,31,7,122449.31,2,1,1,180769.55,0
2674,558,2,1,40,4,161766.87,1,0,0,92378.54,0
565,677,0,0,37,3,0.0,2,1,1,38252.25,0
1667,592,1,1,36,10,123187.51,1,0,1,146111.35,0
144,652,1,1,36,9,150956.71,1,0,0,72350.17,0
790,662,2,0,42,6,105021.28,1,1,0,48242.38,0
515,543,0,1,64,4,0.0,2,1,1,148305.82,0
332,675,2,0,50,1,133204.91,1,0,1,8270.06,0
745,643,2,0,35,6,0.0,2,1,1,41549.64,0
29,611,1,0,49,9,115488.52,2,1,1,138656.81,1
1284,412,0,1,29,5,0.0,2,0,0,12510.53,0
922,638,2,1,41,7,0.0,2,1,0,43889.41,0
1552,824,2,0,38,3,0.0,2,1,0,192800.25,0
2045,683,0,0,40,1,0.0,2,0,0,75762.0,0
35,562,1,0,39,6,130565.02,1,1,0,9854.72,1
2645,599,0,0,41,2,91328.71,1,1,0,115724.78,0
2846,753,0,1,35,4,0.0,2,1,1,106303.4,0
1587,594,0,1,50,7,81310.34,1,1,1,183868.01,0
2757,657,0,1,34,3,107136.6,1,1,0,153895.46,0
507,716,2,1,34,9,0.0,1,1,1,66695.71,0
1429,850,0,1,43,7,0.0,2,1,1,173851.11,0
2514,664,0,1,46,2,0.0,1,1,1,177423.02,1
1302,558,0,1,33,0,108477.49,1,1,1,109096.71,1
289,606,1,1,40,1,144757.97,2,1,1,166656.18,0
78,776,2,1,33,2,0.0,2,1,1,176921.0,0
846,557,2,1,36,1,113110.26,1,1,0,98413.1,0
869,614,0,0,27,9,106414.57,2,0,0,77500.81,0
452,620,2,1,42,4,106920.91,1,0,1,119747.08,0
2068,695,2,1,35,7,0.0,2,1,0,160387.98,0
537,729,1,0,39,1,131513.26,1,1,1,193715.0,0
2003,571,0,0,53,2,0.0,2,1,0,28045.77,0
537,457,0,1,40,10,134320.23,2,1,0,150757.35,0
1899,559,0,0,29,3,79715.36,1,1,0,82252.28,0
1182,664,0,0,38,4,74306.19,2,1,0,154395.56,0
887,500,2,0,50,5,0.0,4,1,1,83866.35,1
480,782,1,1,42,7,126428.38,1,1,0,39830.1,0
471,708,2,1,38,8,99640.89,1,1,0,12429.22,0
1504,681,0,1,43,3,66338.68,1,1,1,18772.5,1
2857,674,2,0,39,6,0.0,2,1,1,9574.83,0
2628,697,2,1,43,10,128226.37,1,0,0,188486.94,0
1763,774,0,0,26,5,0.0,2,1,1,64716.08,0
487,624,0,1,36,6,0.0,2,0,0,84749.96,0
1155,747,2,1,37,1,0.0,2,0,1,180551.76,0
253,715,0,0,32,10,0.0,2,1,0,60907.49,0
1383,808,0,1,24,4,122168.65,1,1,0,174107.04,0
1336,678,0,0,43,7,178074.33,1,0,0,110405.9,0
1573,813,1,1,59,2,135078.41,1,1,0,187636.06,1
1836,687,2,1,38,8,69434.4,2,1,1,66580.13,1
1808,832,0,0,29,5,0.0,2,1,0,178779.52,0
492,668,0,1,72,2,0.0,2,1,1,70783.61,0
2856,526,1,1,34,3,122726.56,1,1,1,46772.36,0
2420,457,0,0,38,7,164496.99,1,1,1,163327.27,0
453,649,2,0,38,8,0.0,1,1,0,103760.53,0
2864,669,0,0,41,0,150219.41,2,0,0,107839.03,0
563,668,0,1,42,8,187534.79,1,1,1,32900.41,1
1226,466,0,0,30,3,0.0,1,1,0,193984.6,0
961,685,0,1,30,2,0.0,2,1,1,140889.32,0
2301,610,0,1,34,0,103108.17,1,0,0,125646.82,0
1763,582,1,0,50,6,96486.57,2,1,1,20344.02,0
336,702,1,1,36,9,90560.48,2,1,0,174268.87,0
2296,556,2,1,46,3,131764.96,1,1,1,108500.66,1
2592,812,2,0,24,1,92476.88,1,0,0,83247.14,0
1233,645,1,1,47,9,152076.93,1,1,0,121840.2,1
527,809,0,1,43,2,0.0,2,1,1,132908.07,0
451,560,0,1,49,4,0.0,1,1,1,100075.1,1
1441,744,0,1,29,1,43504.42,1,1,1,119327.75,0
496,731,2,0,39,2,0.0,2,1,0,136737.13,0
1605,471,2,0,28,5,0.0,2,1,1,22356.97,0
215,686,1,0,38,2,93569.86,3,0,0,10137.34,1
1796,668,2,1,45,4,102486.21,2,1,1,158379.25,0
2458,575,0,1,36,1,0.0,1,0,1,94570.56,0
543,435,1,1,37,8,114346.3,1,0,1,980.93,1
2382,743,0,1,23,3,110203.77,1,1,0,95583.45,0
2120,580,0,0,39,9,128362.59,1,1,0,86044.98,0
1751,599,1,0,49,10,143888.22,2,1,1,166236.38,1
1573,534,2,1,34,5,170600.78,1,0,1,5240.53,0
876,680,0,0,32,5,0.0,1,1,1,150684.23,0
234,631,2,0,46,10,0.0,2,1,1,129508.96,0
427,485,0,0,39,2,75339.64,1,1,1,70665.16,0
